geo,material,year,production_reserve
brazil,rare_earth,2010,0.14
brazil,rare_earth,2011,0.14
brazil,rare_earth,2012,1.62
brazil,rare_earth,2013,0.33
brazil,rare_earth,2014,0
brazil,rare_earth,2015,0.88
brazil,rare_earth,2016,2.2
brazil,rare_earth,2017,1.7
brazil,rare_earth,2018,1.1
brazil,rare_earth,2019,1
china,rare_earth,1995,48
china,rare_earth,1996,55
china,rare_earth,1997,53
china,rare_earth,1998,60
china,rare_earth,1999,70
china,rare_earth,2000,73
china,rare_earth,2001,80.6
china,rare_earth,2002,88
china,rare_earth,2003,92
china,rare_earth,2004,98
china,rare_earth,2005,119
china,rare_earth,2006,133
china,rare_earth,2007,120
china,rare_earth,2008,125
china,rare_earth,2009,129
china,rare_earth,2010,89.2
china,rare_earth,2011,93.8
china,rare_earth,2012,93.8
china,rare_earth,2013,93.8
china,rare_earth,2014,105
china,rare_earth,2015,105
china,rare_earth,2016,105
china,rare_earth,2017,105
china,rare_earth,2018,120
china,rare_earth,2019,132
india,rare_earth,1995,5
india,rare_earth,1996,5
india,rare_earth,1997,5
india,rare_earth,1998,3.2
india,rare_earth,1999,1.698
india,rare_earth,2000,1.89
india,rare_earth,2001,2.651
india,rare_earth,2002,2.856
india,rare_earth,2003,2.891
india,rare_earth,2004,0.149
india,rare_earth,2005,0.093
india,rare_earth,2006,0.045
india,rare_earth,2007,0.035
india,rare_earth,2008,0.022
india,rare_earth,2009,0.016
india,rare_earth,2013,0.29460001
india,rare_earth,2014,1.695
india,rare_earth,2015,0.956
india,rare_earth,2016,1.5
india,rare_earth,2017,1.5
india,rare_earth,2018,2.9
india,rare_earth,2019,3
malaysia,rare_earth,1995,0.448
malaysia,rare_earth,1996,0.34
malaysia,rare_earth,1997,0.418
malaysia,rare_earth,1998,0.282
malaysia,rare_earth,1999,0.625
malaysia,rare_earth,2000,0.446
malaysia,rare_earth,2001,0.351
malaysia,rare_earth,2002,0.24
malaysia,rare_earth,2003,0.36
malaysia,rare_earth,2004,0.8
malaysia,rare_earth,2005,0.15
malaysia,rare_earth,2006,0.43
malaysia,rare_earth,2007,0.38
malaysia,rare_earth,2008,0.12
malaysia,rare_earth,2009,0.013
malaysia,rare_earth,2010,0.38
malaysia,rare_earth,2011,0.41
malaysia,rare_earth,2012,0.1
malaysia,rare_earth,2013,0.18
malaysia,rare_earth,2014,0.24
malaysia,rare_earth,2015,0.31
malaysia,rare_earth,2016,1.876
malaysia,rare_earth,2017,0.302
malaysia,rare_earth,2018,0.086
malaysia,rare_earth,2019,0.086
rest_of_world,rare_earth,1995,0.14
rest_of_world,rare_earth,1996,0.13
rest_of_world,rare_earth,1997,0.12
rest_of_world,rare_earth,1998,0.12
rest_of_world,rare_earth,1999,0.12
rest_of_world,rare_earth,2009,0
rest_of_world,rare_earth,2010,0.17
rest_of_world,rare_earth,2011,0.2
rest_of_world,rare_earth,2012,0.2
rest_of_world,rare_earth,2013,0.1
rest_of_world,rare_earth,2014,0
rest_of_world,rare_earth,2015,0.25
rest_of_world,rare_earth,2016,0.22
rest_of_world,rare_earth,2017,0.25
rest_of_world,rare_earth,2018,23.92
rest_of_world,rare_earth,2019,27.3
russian_federation,rare_earth,1995,1.74
russian_federation,rare_earth,1996,1.74
russian_federation,rare_earth,1997,1.74
russian_federation,rare_earth,1998,1.74
russian_federation,rare_earth,1999,2.61
russian_federation,rare_earth,2000,2.61
russian_federation,rare_earth,2001,3.53162012
russian_federation,rare_earth,2002,2.58012988
russian_federation,rare_earth,2003,1.72259998
russian_federation,rare_earth,2004,2.24691992
russian_federation,rare_earth,2005,2.15643994
russian_federation,rare_earth,2006,2.935
russian_federation,rare_earth,2007,2.711
russian_federation,rare_earth,2008,2.47
russian_federation,rare_earth,2009,1.898
russian_federation,rare_earth,2010,1.4955
russian_federation,rare_earth,2011,1.44359998
russian_federation,rare_earth,2012,2.13130005
russian_federation,rare_earth,2013,1.44309998
russian_federation,rare_earth,2014,2.13380005
russian_federation,rare_earth,2015,2.31230005
russian_federation,rare_earth,2016,3.1
russian_federation,rare_earth,2017,2.5
russian_federation,rare_earth,2018,2.6
russian_federation,rare_earth,2019,2.6
thailand,rare_earth,1995,0
thailand,rare_earth,1996,0
thailand,rare_earth,1997,0.012
thailand,rare_earth,2009,4
thailand,rare_earth,2010,5.6
thailand,rare_earth,2011,3.1
thailand,rare_earth,2012,0.12
thailand,rare_earth,2013,0.13
thailand,rare_earth,2014,1.9
thailand,rare_earth,2015,0.76
thailand,rare_earth,2016,1.6
thailand,rare_earth,2017,1.3
thailand,rare_earth,2018,0
thailand,rare_earth,2019,0
total_world,rare_earth,1995,77.741
total_world,rare_earth,1996,82.61
total_world,rare_earth,1997,70.29
total_world,rare_earth,1998,70.342
total_world,rare_earth,1999,75.053
total_world,rare_earth,2000,77.946
total_world,rare_earth,2001,87.13362012
total_world,rare_earth,2002,93.67612988
total_world,rare_earth,2003,96.97359998
total_world,rare_earth,2004,101.59791992
total_world,rare_earth,2005,121.92643994
total_world,rare_earth,2006,136.937
total_world,rare_earth,2007,123.771
total_world,rare_earth,2008,128.072
total_world,rare_earth,2009,135.097
total_world,rare_earth,2010,96.9855
total_world,rare_earth,2011,101.28159998
total_world,rare_earth,2012,104.19330005
total_world,rare_earth,2013,103.04569998
total_world,rare_earth,2014,122.56880005
total_world,rare_earth,2015,128.27530005
total_world,rare_earth,2016,129.369
total_world,rare_earth,2017,129.815
total_world,rare_earth,2018,187.162
total_world,rare_earth,2019,209.599
us,rare_earth,1995,22.2
us,rare_earth,1996,20.4
us,rare_earth,1997,10
us,rare_earth,1998,5
us,rare_earth,2008,0
us,rare_earth,2009,0
us,rare_earth,2010,0
us,rare_earth,2011,0
us,rare_earth,2012,3
us,rare_earth,2013,5.5
us,rare_earth,2014,5.4
us,rare_earth,2015,5.9
us,rare_earth,2016,0
us,rare_earth,2017,0
us,rare_earth,2018,18
us,rare_earth,2019,26
