depth_m,speed_mps,cweight_kg,whp_barg,temp_degC,pressure_bara,frequency_hz,datetime,timedelta_sec
505.67822,1.5020447,92.01635,-0.34917146,35.10772,11.259981,-18.363422,2020-12-11 16:10:35.328,24230.88
506.03888,1.5020959,89.76268,-0.34936368,35.10514,11.294456,-17.783096,2020-12-11 16:10:35.328,24230.88
506.42865,1.5019008,90.90413,-0.3488794,35.118046,11.332161,-18.103695,2020-12-11 16:10:35.328,24230.88
506.78928,1.5019531,91.86578,-0.34946203,35.149025,11.367712,-18.366205,2020-12-11 16:10:36.192,24231.744
507.1645,1.5015125,89.99861,-0.34878403,35.20582,11.405417,-18.22106,2020-12-11 16:10:36.192,24231.744
507.6162,1.5014548,91.54227,-0.3488794,35.260033,11.4409685,-17.986742,2020-12-11 16:10:36.192,24231.744
508.09705,1.5026485,89.72898,-0.34810603,35.31683,11.47652,-18.111246,2020-12-11 16:10:37.056,24232.608
508.3047,1.5008341,92.28599,-0.34742653,35.360718,11.514225,-18.366272,2020-12-11 16:10:37.056,24232.608
508.68353,1.5020447,90.40981,-0.34752488,35.378788,11.550854,-18.28459,2020-12-11 16:10:37.056,24232.608
509.05875,1.5031073,91.04566,-0.34791082,35.39944,11.588559,-18.321404,2020-12-11 16:10:37.920,24233.472
509.41937,1.5030706,91.56697,-0.3485903,35.41235,11.625188,-18.149199,2020-12-11 16:10:37.920,24233.472
509.7946,1.5026474,89.322296,-0.3485903,35.391697,11.660739,-17.82255,2020-12-11 16:10:37.920,24233.472
510.18436,1.5020447,89.80539,-0.34849346,35.363297,11.697367,-18.110184,2020-12-11 16:10:37.920,24233.472
510.6215,1.5024954,91.726494,-0.34829825,35.332317,11.735072,-18.198893,2020-12-11 16:10:38.784,24234.336
511.10236,1.5027994,91.80737,-0.34713745,35.309082,11.770623,-18.11399,2020-12-11 16:10:38.784,24234.336
511.29907,1.5032654,90.29747,-0.34762174,35.285847,11.80833,-17.721996,2020-12-11 16:10:38.784,24234.336
511.68884,1.5031073,91.310814,-0.34791082,35.298756,11.84388,-17.959635,2020-12-11 16:10:39.648,24235.2
512.0495,1.5030799,92.0096,-0.34713745,35.337482,11.880508,-18.013914,2020-12-11 16:10:39.648,24235.2
512.4393,1.5025105,90.749084,-0.34558773,35.39944,11.918214,-17.673964,2020-12-11 16:10:39.648,24235.2
512.81445,1.5032552,93.08364,-0.34597367,35.44075,11.954843,-18.041204,2020-12-11 16:10:39.648,24235.2
513.2516,1.5026494,92.62526,-0.34752488,35.520786,11.990394,-17.906572,2020-12-11 16:10:40.512,24236.064
513.7288,1.5016317,91.39846,-0.3470406,35.577587,12.028099,-17.734795,2020-12-11 16:10:40.512,24236.064
513.92554,1.5020548,92.27475,-0.34781396,35.629223,12.064728,-18.2152,2020-12-11 16:10:40.512,24236.064
514.3153,1.5019008,91.89053,-0.34800917,35.647297,12.099201,-18.105473,2020-12-11 16:10:41.376,24236.928
514.6905,1.5020447,92.73537,-0.34791082,35.683445,12.136907,-17.88525,2020-12-11 16:10:41.376,24236.928
515.0548,1.5032262,90.62103,-0.34800917,35.711845,12.173535,-17.802332,2020-12-11 16:10:41.376,24236.928
515.4446,1.5025201,92.91288,-0.3470406,35.742832,12.211241,-17.661318,2020-12-11 16:10:41.376,24236.928
515.87805,1.5013047,91.551216,-0.34732968,35.74025,12.246792,-17.75842,2020-12-11 16:10:42.240,24237.792
516.3589,1.5016218,89.98514,-0.3458768,35.747993,12.283421,-17.876923,2020-12-11 16:10:42.240,24237.792
516.5556,1.5020345,91.89949,-0.34597367,35.735085,12.321126,-18.125418,2020-12-11 16:10:42.240,24237.792
516.94904,1.5032552,91.58944,-0.34597367,35.74025,12.355599,-18.196005,2020-12-11 16:10:43.104,24238.656
517.3242,1.5032552,91.89949,-0.34713745,35.711845,12.394382,-18.10165,2020-12-11 16:10:43.104,24238.656
517.69946,1.5030799,93.142044,-0.34665316,35.68861,12.429934,-17.858463,2020-12-11 16:10:43.104,24238.656
518.0601,1.5026665,93.08364,-0.34742653,35.670536,12.466562,-17.830805,2020-12-11 16:10:43.104,24238.656
518.52637,1.5035393,91.75344,-0.34800917,35.680862,12.50319,-17.951227,2020-12-11 16:10:43.968,24239.52
518.9927,1.503977,93.64313,-0.34732968,35.67312,12.540895,-17.991405,2020-12-11 16:10:43.968,24239.52
519.18933,1.5043283,92.70614,-0.34791082,35.698936,12.576447,-17.961555,2020-12-11 16:10:43.968,24239.52
519.5646,1.5032552,92.51515,-0.34868717,35.72992,12.613075,-18.069725,2020-12-11 16:10:44.832,24240.384
519.9434,1.504188,91.7422,-0.34810603,35.789307,12.648626,-18.080824,2020-12-11 16:10:44.832,24240.384
520.3332,1.504188,92.470215,-0.34810603,35.81771,12.687409,-18.239218,2020-12-11 16:10:44.832,24240.384
520.69745,1.5060616,92.068,-0.34713745,35.83062,12.725115,-18.0903,2020-12-11 16:10:44.832,24240.384
521.0873,1.5055406,91.93319,-0.34694225,35.848694,12.759588,-17.744751,2020-12-11 16:10:45.696,24241.248
521.5098,1.5052116,92.50392,-0.34752488,35.861607,12.797295,-17.775963,2020-12-11 16:10:45.696,24241.248
522.00525,1.5051545,92.47921,-0.34800917,35.85386,12.833922,-17.752045,2020-12-11 16:10:45.696,24241.248
522.20197,1.5054773,92.11522,-0.3477186,35.848694,12.870551,-17.683125,2020-12-11 16:10:46.560,24242.112
522.5808,1.506897,91.131065,-0.3485903,35.835785,12.908257,-17.526117,2020-12-11 16:10:46.560,24242.112
522.956,1.5064228,93.546486,-0.34849346,35.882263,12.94273,-17.866825,2020-12-11 16:10:46.560,24242.112
523.33124,1.506229,92.831955,-0.34829825,35.941654,12.981513,-17.605534,2020-12-11 16:10:47.424,24242.976
523.7064,1.5056967,92.08824,-0.3490746,36.039776,13.018142,-17.624393,2020-12-11 16:10:47.424,24242.976
524.17633,1.5071096,92.30846,-0.34762174,36.199883,13.053693,-18.182768,2020-12-11 16:10:47.424,24242.976
524.64264,1.5061599,91.89949,-0.3472343,36.279938,13.090321,-17.97092,2020-12-11 16:10:47.424,24242.976
524.8357,1.5053147,91.89725,-0.34694225,36.34192,13.128027,-18.076208,2020-12-11 16:10:48.288,24243.84
525.2291,1.5055406,93.70378,-0.34713745,36.375492,13.164655,-18.103668,2020-12-11 16:10:48.288,24243.84
525.5897,1.5053147,92.270226,-0.3470406,36.450386,13.200206,-17.93264,2020-12-11 16:10:48.288,24243.84
525.9686,1.5065888,92.915115,-0.3488794,36.525284,13.236835,-18.162552,2020-12-11 16:10:49.152,24244.704
526.3438,1.5059141,93.08364,-0.34868717,36.615677,13.27454,-17.85845,2020-12-11 16:10:49.152,24244.704
526.79553,1.5060875,94.29697,-0.34829825,36.68283,13.310091,-17.935408,2020-12-11 16:10:49.152,24244.704
527.27637,1.5049862,91.2187,-0.3485903,36.742237,13.348874,-17.778584,2020-12-11 16:10:49.152,24244.704
527.4694,1.504476,91.02319,-0.3477186,36.791313,13.384425,-17.905134,2020-12-11 16:10:50.016,24245.568
527.84827,1.5056763,93.74195,-0.34732968,36.848137,13.421053,-18.370134,2020-12-11 16:10:50.016,24245.568
528.2235,1.5056967,93.46338,-0.34694225,36.91013,13.456604,-17.889015,2020-12-11 16:10:50.016,24245.568
528.5987,1.5053147,92.288216,-0.34868717,37.08836,13.493233,-17.731195,2020-12-11 16:10:50.880,24246.432
528.97754,1.505081,93.124054,-0.34936368,37.248524,13.530938,-17.847462,2020-12-11 16:10:50.880,24246.432
529.3528,1.5056967,94.225044,-0.34926832,37.364773,13.566489,-17.942833,2020-12-11 16:10:50.880,24246.432
529.80444,1.5050386,93.258865,-0.34897774,37.380272,13.604195,-17.876928,2020-12-11 16:10:50.880,24246.432
530.28894,1.5061599,92.64773,-0.34897774,37.38544,13.640823,-18.027058,2020-12-11 16:10:51.744,24247.296
530.4966,1.5043037,92.616264,-0.3488794,37.388023,13.678529,-18.021423,2020-12-11 16:10:51.744,24247.296
530.8754,1.5055203,93.00723,-0.3483951,37.393192,13.71408,-17.801435,2020-12-11 16:10:51.744,24247.296
531.2361,1.5053147,93.76894,-0.3490746,37.40869,13.750709,-18.041216,2020-12-11 16:10:52.608,24248.16
531.61127,1.5049171,94.35538,-0.3495589,37.439693,13.788414,-18.339933,2020-12-11 16:10:52.608,24248.16
531.9901,1.506897,93.15105,-0.34936368,37.455193,13.823965,-17.926998,2020-12-11 16:10:52.608,24248.16
532.44183,1.5060875,93.530785,-0.34926832,37.48103,13.860593,-18.21615,2020-12-11 16:10:52.608,24248.16
532.92267,1.5061404,92.980286,-0.34868717,37.517197,13.898299,-18.272015,2020-12-11 16:10:53.472,24249.024
533.1194,1.506897,94.20034,-0.35004318,37.535282,13.93385,-18.030874,2020-12-11 16:10:53.472,24249.024
533.4946,1.5056967,93.699295,-0.34965575,37.56887,13.971556,-17.871378,2020-12-11 16:10:53.472,24249.024
533.88806,1.506737,93.68131,-0.34946203,37.630875,14.007107,-18.027994,2020-12-11 16:10:54.336,24249.888
534.24866,1.5064228,93.87677,-0.34878403,37.66188,14.044812,-18.324345,2020-12-11 16:10:54.336,24249.888
534.6239,1.5060806,94.31492,-0.3488794,37.796234,14.080363,-17.95964,2020-12-11 16:10:54.336,24249.888
535.06104,1.5064201,92.685905,-0.34897774,38.083046,14.118069,-17.746664,2020-12-11 16:10:54.336,24249.888
535.56006,1.5063124,96.57982,-0.3483951,38.49135,14.15362,-17.983921,2020-12-11 16:10:55.200,24250.752
535.7532,1.5056967,94.57559,-0.34897774,38.809242,14.191325,-17.941978,2020-12-11 16:10:55.200,24250.752
536.132,1.5069174,94.17787,-0.34868717,39.00051,14.227954,-18.056318,2020-12-11 16:10:55.200,24250.752
536.5072,1.5056967,94.66771,-0.3485903,39.2254,14.263505,-18.106417,2020-12-11 16:10:56.064,24251.616
536.90063,1.5062952,94.42955,-0.34829825,39.434788,14.302288,-17.858456,2020-12-11 16:10:56.064,24251.616
537.2613,1.5060806,93.090355,-0.3488794,39.571808,14.337839,-17.775845,2020-12-11 16:10:56.064,24251.616
537.6365,1.5056967,94.5576,-0.34868717,39.706245,14.37339,-17.808752,2020-12-11 16:10:56.928,24252.48
538.0882,1.5060875,94.87665,-0.3483951,39.801907,14.411096,-17.979399,2020-12-11 16:10:56.928,24252.48
538.5727,1.5063124,93.195984,-0.34868717,39.86913,14.447724,-17.47211,2020-12-11 16:10:56.928,24252.48
538.7694,1.5069174,94.611534,-0.3488794,39.938942,14.484352,-18.075245,2020-12-11 16:10:56.928,24252.48
539.1446,1.506897,94.807,-0.3477186,40.003582,14.522058,-17.954084,2020-12-11 16:10:57.792,24253.344
539.5198,1.5064228,94.03634,-0.34713745,40.06564,14.558686,-17.60114,2020-12-11 16:10:57.792,24253.344
539.8986,1.507036,93.84535,-0.34674853,40.215614,14.594237,-17.77867,2020-12-11 16:10:57.792,24253.344
540.27386,1.506897,94.658714,-0.34665316,40.34491,14.630866,-17.88525,2020-12-11 16:10:58.656,24254.208
540.7292,1.5072682,94.3419,-0.3463611,40.44059,14.667494,-17.831797,2020-12-11 16:10:58.656,24254.208
541.2101,1.5073336,94.29473,-0.34674853,40.50524,14.704123,-17.710207,2020-12-11 16:10:58.656,24254.208
541.40674,1.5075495,95.0654,-0.34742653,40.55955,14.74075,-18.147272,2020-12-11 16:10:58.656,24254.208
541.78564,1.5081177,94.75307,-0.34577996,40.59317,14.778457,-17.969913,2020-12-11 16:10:59.520,24255.072
542.1608,1.5081177,94.48796,-0.34626424,40.65524,14.815084,-17.770292,2020-12-11 16:10:59.520,24255.072
542.5324,1.5064416,95.41367,-0.34626424,40.694035,14.850636,-18.044006,2020-12-11 16:10:59.520,24255.072
542.9076,1.5060616,95.82934,-0.3463611,40.732826,14.887264,-17.854155,2020-12-11 16:11:00.384,24255.936
543.35565,1.5036862,92.35115,-0.3465563,40.76645,14.923892,-17.45438,2020-12-11 16:11:00.384,24255.936
543.8329,1.5026582,96.87416,-0.34762174,40.820763,14.960521,-18.240244,2020-12-11 16:11:00.384,24255.936
544.02594,1.5020548,97.86956,-0.34829825,40.862144,14.9971485,-17.890844,2020-12-11 16:11:00.384,24255.936
544.4011,1.5008341,94.004875,-0.34829825,40.942326,15.0327,-17.396414,2020-12-11 16:11:01.248,24256.8
544.77637,1.5008341,94.07452,-0.3477186,41.01992,15.068251,-17.796038,2020-12-11 16:11:01.248,24256.8
545.15155,1.5008264,94.58007,-0.34800917,41.074238,15.105957,-18.123487,2020-12-11 16:11:01.248,24256.8
545.5304,1.5003777,94.54861,-0.34781396,41.081997,15.142585,-17.72204,2020-12-11 16:11:02.112,24257.664
545.90564,1.4996338,94.39584,-0.34791082,41.089756,15.178136,-17.52441,2020-12-11 16:11:02.112,24257.664
546.3428,1.4990556,95.73499,-0.34732968,41.278584,15.215841,-17.57869,2020-12-11 16:11:02.112,24257.664
546.8382,1.4991565,94.517136,-0.3470406,41.47777,15.25247,-17.548325,2020-12-11 16:11:02.112,24257.664
547.0349,1.5008341,94.24979,-0.34665316,41.59677,15.288021,-17.686216,2020-12-11 16:11:02.976,24258.528
547.41376,1.5020548,95.95968,-0.34713745,41.656273,15.3257265,-18.027155,2020-12-11 16:11:02.976,24258.528
547.78894,1.5019531,95.69229,-0.34665316,41.708015,15.362355,-17.765726,2020-12-11 16:11:02.976,24258.528
548.1641,1.5026474,94.5666,-0.3470406,41.925343,15.397906,-17.427977,2020-12-11 16:11:03.840,24259.392
548.543,1.5056967,94.96652,-0.3463611,42.181496,15.434534,-17.905836,2020-12-11 16:11:03.840,24259.392
548.98016,1.5062634,97.18425,-0.34762174,42.378155,15.47224,-17.939095,2020-12-11 16:11:03.840,24259.392
549.4755,1.5061404,94.39356,-0.3465563,42.445435,15.5077915,-17.73382,2020-12-11 16:11:03.840,24259.392
549.67224,1.506897,95.209206,-0.3458768,42.54636,15.545497,-17.958157,2020-12-11 16:11:04.704,24260.256
550.0511,1.506897,96.57982,-0.34616888,42.64729,15.581048,-18.196976,2020-12-11 16:11:04.704,24260.256
550.42633,1.506897,95.869804,-0.3468454,42.732693,15.618753,-17.796911,2020-12-11 16:11:04.704,24260.256
550.8052,1.5075495,95.34178,-0.3456846,42.86468,15.6543045,-17.854004,2020-12-11 16:11:05.568,24261.12
551.18036,1.507036,95.98663,-0.34645796,42.96303,15.693088,-17.627108,2020-12-11 16:11:05.568,24261.12
551.6321,1.5072682,95.84058,-0.34674853,43.05362,15.727561,-17.584162,2020-12-11 16:11:05.568,24261.12
552.1166,1.5073141,95.162025,-0.34510344,43.136448,15.763112,-17.743877,2020-12-11 16:11:06.432,24261.984
552.3133,1.5081177,95.14856,-0.34471452,43.219276,15.801895,-17.78245,2020-12-11 16:11:06.432,24261.984
552.6885,1.5081177,96.4293,-0.3451988,43.30728,15.837446,-18.464342,2020-12-11 16:11:06.432,24261.984
553.0673,1.5080973,96.00239,-0.3451988,43.43671,15.874074,-17.912205,2020-12-11 16:11:06.432,24261.984
553.44257,1.5075495,95.786644,-0.34577996,43.59203,15.910703,-18.425087,2020-12-11 16:11:07.296,24262.848
553.8214,1.5081768,96.37984,-0.34616888,43.988132,15.949486,-17.986721,2020-12-11 16:11:07.296,24262.848
554.1966,1.5081177,94.87665,-0.34752488,44.342857,15.985037,-17.608234,2020-12-11 16:11:07.296,24262.848
554.6374,1.5086526,96.84945,-0.34665316,44.731293,16.021666,-18.354061,2020-12-11 16:11:08.160,24263.712
555.1328,1.5084878,96.7124,-0.34762174,44.938477,16.058294,-18.026134,2020-12-11 16:11:08.160,24263.712
555.3295,1.5081177,95.83386,-0.34577996,45.023945,16.093845,-18.018599,2020-12-11 16:11:08.160,24263.712
555.7084,1.5093384,95.14856,-0.34645796,45.067974,16.13155,-18.16255,2020-12-11 16:11:08.160,24263.712
556.08356,1.5086764,96.53936,-0.34626424,45.078335,16.1671,-17.947634,2020-12-11 16:11:09.024,24264.576
556.46246,1.5094948,97.58646,-0.34607202,45.114594,16.205885,-17.964426,2020-12-11 16:11:09.024,24264.576
556.83765,1.5081177,96.256256,-0.3465563,45.130135,16.240358,-17.399899,2020-12-11 16:11:09.024,24264.576
557.29297,1.5096695,96.32367,-0.3458768,45.114594,16.276987,-17.768663,2020-12-11 16:11:09.888,24265.44
557.77386,1.5085074,96.68541,-0.3458768,45.130135,16.314692,-17.8207,2020-12-11 16:11:09.888,24265.44
557.9706,1.5093384,96.92809,-0.3463611,45.567886,16.35132,-17.47824,2020-12-11 16:11:09.888,24265.44
558.3494,1.5093384,96.606766,-0.34616888,46.135246,16.386871,-17.44294,2020-12-11 16:11:09.888,24265.44
558.7246,1.5093384,97.13479,-0.3463611,46.593876,16.424578,-17.786161,2020-12-11 16:11:10.752,24266.304
559.10345,1.5098032,96.409065,-0.34529567,46.850426,16.460127,-17.795181,2020-12-11 16:11:10.752,24266.304
559.4787,1.5081958,95.067635,-0.34423023,47.070713,16.496756,-17.405153,2020-12-11 16:11:10.752,24266.304
559.93036,1.5084689,98.72562,-0.3445208,47.192528,16.534462,-17.76119,2020-12-11 16:11:11.616,24267.168
560.41486,1.5084878,94.38009,-0.34442395,47.327305,16.570013,-17.255907,2020-12-11 16:11:11.616,24267.168
560.6116,1.5093384,94.88788,-0.34490824,47.464684,16.606642,-17.249723,2020-12-11 16:11:11.616,24267.168
560.9868,1.5081177,97.305595,-0.34510344,47.542446,16.643269,-17.720192,2020-12-11 16:11:11.616,24267.168
561.36566,1.5093384,98.514404,-0.34442395,47.638355,16.682053,-17.269562,2020-12-11 16:11:12.480,24268.032
561.74084,1.5086764,96.170906,-0.34616888,47.74464,16.717604,-17.114677,2020-12-11 16:11:12.480,24268.032
562.1197,1.5083504,96.62253,-0.34577996,47.850925,16.753155,-17.566189,2020-12-11 16:11:12.480,24268.032
562.49493,1.5081177,97.70328,-0.3463611,47.94166,16.79086,-17.880663,2020-12-11 16:11:13.344,24268.896
562.93207,1.507448,97.24266,-0.3458768,48.01684,16.827488,-17.768595,2020-12-11 16:11:13.344,24268.896
563.4165,1.5086478,97.09213,-0.3456846,48.193142,16.863039,-17.520018,2020-12-11 16:11:13.344,24268.896
563.6278,1.5081177,97.55723,-0.34597367,48.37982,16.899668,-17.534174,2020-12-11 16:11:13.344,24268.896
564.00665,1.509318,97.0382,-0.3465563,48.550953,16.937374,-17.434341,2020-12-11 16:11:14.208,24269.76
564.3819,1.5086764,98.00437,-0.3450051,48.670235,16.972925,-17.421824,2020-12-11 16:11:14.208,24269.76
564.76074,1.5094948,98.10772,-0.34529567,48.753216,17.01063,-17.683949,2020-12-11 16:11:14.208,24269.76
565.1359,1.5081177,97.95044,-0.34403652,48.898438,17.04618,-17.307625,2020-12-11 16:11:15.072,24270.624
565.57306,1.5086324,97.029205,-0.34374595,49.05404,17.081732,-17.20072,2020-12-11 16:11:15.072,24270.624
566.07214,1.5084878,98.57058,-0.34219623,49.194088,17.119438,-17.65428,2020-12-11 16:11:15.072,24270.624
566.26886,1.5093384,97.7864,-0.34306645,49.29005,17.157143,-17.781284,2020-12-11 16:11:15.072,24270.624
566.64404,1.5081177,96.83822,-0.3426805,49.344517,17.191618,-17.865833,2020-12-11 16:11:15.936,24271.488
567.0229,1.509318,97.6471,-0.34238994,49.4353,17.229322,-18.617546,2020-12-11 16:11:15.936,24271.488
567.40173,1.5097845,99.64238,-0.34287423,49.72581,17.265951,-18.060188,2020-12-11 16:11:15.936,24271.488
567.777,1.5093176,98.795265,-0.3426805,50.107155,17.301502,-18.174044,2020-12-11 16:11:16.800,24272.352
568.22864,1.5084689,99.0222,-0.34403652,50.42109,17.33813,-17.559082,2020-12-11 16:11:16.800,24272.352
568.71313,1.5084878,97.671814,-0.34277737,50.54563,17.37476,-17.571564,2020-12-11 16:11:16.800,24272.352
568.90985,1.509318,98.2493,-0.3429711,50.563793,17.413542,-17.229216,2020-12-11 16:11:17.664,24273.216
569.2887,1.509318,97.6134,-0.34393966,50.55082,17.449093,-16.699533,2020-12-11 16:11:17.664,24273.216
569.66754,1.5105387,98.45599,-0.3436491,50.498928,17.485722,-16.764362,2020-12-11 16:11:17.664,24273.216
570.0428,1.5098032,99.46035,-0.3438428,50.657207,17.523426,-16.823921,2020-12-11 16:11:17.664,24273.216
570.41797,1.5093176,99.206474,-0.3443271,51.132095,17.558977,-16.458849,2020-12-11 16:11:18.528,24274.08
570.8551,1.5086324,97.04267,-0.34510344,51.68233,17.595606,-16.980972,2020-12-11 16:11:18.528,24274.08
571.3396,1.5098253,99.01548,-0.34558773,52.113247,17.631157,-17.116707,2020-12-11 16:11:18.528,24274.08
571.5509,1.5093384,98.30995,-0.34558773,52.38585,17.667786,-16.783104,2020-12-11 16:11:19.392,24274.944
571.9261,1.5081177,97.11008,-0.3465563,52.624718,17.704414,-16.379776,2020-12-11 16:11:19.392,24274.944
572.30493,1.509318,99.16154,-0.34539253,52.83504,17.742119,-16.856968,2020-12-11 16:11:19.392,24274.944
572.6802,1.5086764,98.11896,-0.34597367,53.068752,17.778748,-16.073172,2020-12-11 16:11:19.392,24274.944
573.059,1.5094948,97.97515,-0.34607202,53.320663,17.813221,-16.73157,2020-12-11 16:11:20.256,24275.808
573.43787,1.5093384,99.26041,-0.34694225,53.658306,17.850927,-16.873213,2020-12-11 16:11:20.256,24275.808
573.87134,1.507448,98.93233,-0.34626424,53.91286,17.887556,-16.870747,2020-12-11 16:11:20.256,24275.808
574.35583,1.5074899,96.92133,-0.3458768,54.14146,17.924185,-16.82398,2020-12-11 16:11:21.120,24276.672
574.56714,1.5081177,98.82674,-0.34539253,54.44282,17.959736,-17.27465,2020-12-11 16:11:21.120,24276.672
574.946,1.5093384,99.02671,-0.34413487,54.64288,17.99744,-16.789606,2020-12-11 16:11:21.120,24276.672
575.32117,1.5086764,97.58194,-0.3445208,54.790985,18.032991,-16.604916,2020-12-11 16:11:21.120,24276.672
575.7,1.5093176,98.90314,-0.34393966,54.95988,18.068542,-16.506516,2020-12-11 16:11:21.984,24277.536
576.07526,1.5081177,100.51192,-0.3443271,55.084614,18.106249,-16.421797,2020-12-11 16:11:21.984,24277.536
576.5124,1.5086526,96.80899,-0.34423023,55.149582,18.142878,-16.37124,2020-12-11 16:11:21.984,24277.536
576.9969,1.5086675,101.21969,-0.3458768,55.16777,18.178427,-16.912027,2020-12-11 16:11:22.848,24278.4
577.2081,1.509318,99.1166,-0.3450051,55.243134,18.215055,-16.774908,2020-12-11 16:11:22.848,24278.4
577.587,1.509318,99.79966,-0.34461915,55.36008,18.250607,-16.766806,2020-12-11 16:11:22.848,24278.4
577.9513,1.5099608,96.66294,-0.34471452,55.495224,18.288313,-16.546112,2020-12-11 16:11:22.848,24278.4
578.34106,1.5086764,100.11423,-0.3443271,55.627777,18.324942,-16.760744,2020-12-11 16:11:23.712,24279.264
578.7199,1.5104585,99.696266,-0.34539253,55.749935,18.361568,-17.16661,2020-12-11 16:11:23.712,24279.264
579.14246,1.5100057,99.00424,-0.34626424,55.856506,18.39712,-16.47748,2020-12-11 16:11:23.712,24279.264
579.64154,1.5098253,99.87379,-0.3456846,55.96048,18.433748,-16.96274,2020-12-11 16:11:24.576,24280.128
579.83826,1.5099608,99.32552,-0.34577996,56.077454,18.471455,-16.708818,2020-12-11 16:11:24.576,24280.128
580.228,1.5093384,99.685036,-0.3450051,56.19443,18.507006,-16.594646,2020-12-11 16:11:24.576,24280.128
580.6069,1.5105387,99.33904,-0.34393966,56.26982,18.543634,-16.641693,2020-12-11 16:11:24.576,24280.128
580.9857,1.5109112,100.17488,-0.34355074,56.324413,18.581339,-16.331123,2020-12-11 16:11:25.440,24280.992
581.36456,1.5115803,99.5188,-0.34423023,56.36341,18.615812,-16.315681,2020-12-11 16:11:25.440,24280.992
581.7398,1.5105591,98.39758,-0.34481138,56.418007,18.653519,-16.554878,2020-12-11 16:11:25.440,24280.992
582.17694,1.5098572,100.808495,-0.34461915,56.5324,18.68907,-17.029535,2020-12-11 16:11:26.304,24281.856
582.6796,1.5106493,98.58857,-0.34374595,56.735195,18.726776,-16.613035,2020-12-11 16:11:26.304,24281.856
582.8727,1.5105387,99.11883,-0.3438428,56.995213,18.762327,-16.327145,2020-12-11 16:11:26.304,24281.856
583.237,1.5110911,99.918724,-0.3431648,57.182438,18.798954,-16.56068,2020-12-11 16:11:27.168,24282.72
583.6304,1.5109112,99.47386,-0.3445208,57.260452,18.835583,-16.281828,2020-12-11 16:11:27.168,24282.72
583.991,1.5104585,99.65585,-0.34442395,57.30206,18.872211,-15.978408,2020-12-11 16:11:27.168,24282.72
584.3881,1.5115833,101.738716,-0.34510344,57.35667,18.906685,-15.913658,2020-12-11 16:11:27.168,24282.72
584.8362,1.5108703,100.3524,-0.34403652,57.484104,18.945469,-16.131481,2020-12-11 16:11:28.032,24283.584
585.3061,1.5110029,100.24453,-0.3438428,57.619343,18.982096,-16.054914,2020-12-11 16:11:28.032,24283.584
585.5065,1.5122213,98.954796,-0.34403652,57.902847,19.016571,-15.858163,2020-12-11 16:11:28.032,24283.584
585.88165,1.5110911,100.39734,-0.3451988,58.28002,19.054276,-16.519245,2020-12-11 16:11:28.896,24284.448
586.2751,1.5117594,99.86479,-0.3445208,58.623425,19.089827,-16.409475,2020-12-11 16:11:28.896,24284.448
586.65027,1.5109112,98.93908,-0.34461915,58.920033,19.125378,-16.11779,2020-12-11 16:11:28.896,24284.448
587.0291,1.5115803,100.159164,-0.3443271,59.201054,19.163084,-16.215311,2020-12-11 16:11:28.896,24284.448
587.4517,1.5112345,99.599686,-0.3443271,59.430054,19.199713,-16.117048,2020-12-11 16:11:29.760,24285.312
587.95074,1.5108157,100.70966,-0.34403652,59.539356,19.237417,-15.909268,2020-12-11 16:11:29.760,24285.312
588.1657,1.5117798,101.527504,-0.34423023,59.60442,19.272968,-16.096077,2020-12-11 16:11:29.760,24285.312
588.5263,1.5117594,101.323044,-0.34277737,59.6851,19.30852,-15.893899,2020-12-11 16:11:30.624,24286.176
588.90515,1.512038,100.049065,-0.3438428,59.72674,19.346226,-15.698442,2020-12-11 16:11:30.624,24286.176
589.2986,1.5109112,98.42453,-0.34306645,59.76318,19.381777,-16.210743,2020-12-11 16:11:30.624,24286.176
589.6738,1.5117645,100.86466,-0.34345537,59.838657,19.418406,-16.09298,2020-12-11 16:11:30.624,24286.176
590.59906,1.5119896,101.22193,-0.3445208,60.075516,19.491661,-15.783608,2020-12-11 16:11:31.488,24287.04
590.81036,1.5117594,100.622025,-0.34490824,60.145794,19.529367,-15.4299135,2020-12-11 16:11:31.488,24287.04
591.18555,1.5117594,99.60192,-0.34403652,60.21868,19.564919,-15.206445,2020-12-11 16:11:32.352,24287.904
591.5644,1.5117594,99.112076,-0.3426805,60.356647,19.60047,-15.321055,2020-12-11 16:11:32.352,24287.904
591.9287,1.5122213,100.84672,-0.34200102,60.52065,19.637096,-15.170407,2020-12-11 16:11:32.352,24287.904
592.3185,1.5114162,101.24216,-0.3424868,60.627388,19.674803,-14.960909,2020-12-11 16:11:32.352,24287.904
592.7592,1.5110217,99.06266,-0.34142137,60.73413,19.709276,-14.839543,2020-12-11 16:11:33.216,24288.768
593.2401,1.5108354,100.096245,-0.3418088,60.879932,19.744827,-15.276679,2020-12-11 16:11:33.216,24288.768
593.4368,1.5105591,100.341156,-0.34171194,61.04917,19.783611,-16.022867,2020-12-11 16:11:33.216,24288.768
593.8157,1.51093,100.50744,-0.34142137,61.18197,19.820238,-15.205588,2020-12-11 16:11:34.080,24289.632
594.19086,1.5099608,100.622025,-0.34151673,61.278313,19.854713,-14.788049,2020-12-11 16:11:34.080,24289.632
594.58795,1.512038,101.235405,-0.3424868,61.38508,19.892418,-15.0640545,2020-12-11 16:11:34.080,24289.632
